id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,year2,odometer2,year3,odometer3,year4,odometer4
19590,335,2012,35,1,1,3.0,122594,2.0,1,1,3,6.0,0,26.725070166749216,17402,4048144,15029288836,8144865728,1842500635560584,16387469844736,4518594031399615504
19591,351,1995,17,5,1,4.0,220288,2.0,2,0,3,1.0,9,26.0,3146,3980025,48526802944,7940149875,10689872366927872,15840599000625,-6332637469015539712
19592,141,2007,13,5,1,4.0,87264,2.0,1,1,3,12.0,3,28.0,8540,4028049,7615005696,8084294343,664515857055744,16225178746401,2648079528983789568
19593,123,2004,23,2,2,4.0,94195,2.0,1,2,2,11.0,11,39.0,3668,4016016,8872698025,8048096064,835763790464875,16128384512256,4937793948000694161
19594,0,2009,35,1,1,4.0,151034,2.0,1,0,2,1.0,11,18.0,18695,4036081,22811269156,8108486729,3445277225707304,16289949838561,3845166443609507088
19595,17,2010,13,1,2,4.0,154148,2.0,1,1,3,6.0,2,40.0,21848,4040100,23761605904,8120601000,3662804026889792,16322408010000,-7235151147988442880
19596,361,2012,13,2,2,4.0,123552,2.0,1,2,2,12.0,9,29.0,13148,4048144,15265096704,8144865728,1886033227972608,16387469844736,-6784495575752507392
19597,127,2008,13,1,1,4.0,104932,1.0,1,2,2,5.0,11,42.0,6636,4032064,11010724624,8096384512,1155377356245568,16257540100096,-7891151770406919936
19598,290,2003,23,2,7,4.0,174272,2.0,1,1,2,12.0,8,50.0,4916,4012009,30370729984,8036054027,5292767855771648,16096216216081,44036075559059456
19599,306,1988,13,2,1,3.0,215751,2.0,1,2,3,1.0,0,10.0,8240,3952144,46548494001,7856862272,10042884129209751,15619442196736,8493237137115448929
19600,213,2005,5,5,2,3.887042178526604,167318,2.0,1,1,3,12.0,0,37.0,2690,4020025,27995313124,8060150125,4684119801281432,16160601000625,8974305815005471504
19601,190,2020,1,1,7,3.887042178526604,68148,2.0,1,2,2,11.0,2,34.0,9908,4080400,4644149904,8242408000,316489527657792,16649664160000,3121384257113657600
19602,361,2011,5,1,2,4.0,72439,2.0,1,1,2,12.0,4,29.0,29124,4044121,5247408721,8132727331,380117040340519,16354914662641,9088554211517304225
19603,144,2018,13,1,1,3.0,7115,2.0,1,1,3,6.0,4,39.0,18882,4072324,50623225,8217949832,360184245875,16583822760976,2562710909400625
19604,87,2003,35,2,1,3.887042178526604,161066,2.0,2,2,2,5.0,11,36.0,8985,4012009,25942256356,8036054027,4178415462235496,16096216216081,8917878186878540560
19605,225,2016,35,2,1,3.0,59467,2.0,1,2,3,1.0,0,33.0,29179,4064256,3536324089,8193540096,210294584600563,16518176833536,-5941156011267871695
19606,44,2015,25,2,7,4.0,58052,4.0,1,2,3,11.0,11,24.0,23957,4060225,3370034704,8181353375,195637254636608,16485427050625,-7089610167545184000
19607,227,2002,17,1,2,4.0,185343,2.0,1,1,2,1.0,11,36.0,20787,4008004,34352027649,8024024008,6366907860548607,16064096064016,-529817119750836223
19608,6,2004,15,1,2,4.0,225257,2.0,1,2,2,11.0,11,30.0,2070,4016016,50740716049,8048096064,11429701475049593,16128384512256,-7923905154091055839
19609,339,2006,9,1,2,4.0,244552,2.0,2,2,2,11.0,4,28.0,4750,4024036,59805680704,8072216216,14625598827524608,16192865729296,-1948905830855077888
19610,176,2013,16,2,2,4.0,290198,2.0,1,2,2,11.0,8,36.0,9419,4052169,84214879204,8157016197,24438989515242392,16420073604561,8596155039843853072
19611,327,2015,17,1,2,3.0,64242,2.0,1,1,3,1.0,0,30.0,39832,4060225,4127034564,8181353375,265128954460488,16485427050625,-1414329781258881520
19612,314,2016,20,1,7,4.0,121140,2.0,1,2,0,12.0,2,3.0,16975,4064256,14674899600,8193540096,1777717337544000,16518176833536,-6008250614434459392
19613,300,2013,25,1,2,4.0,94153,2.0,0,0,2,11.0,4,32.0,13748,4052169,8864787409,8157016197,834646328919577,16420073604561,4797479511926726817
19614,330,2017,20,1,7,4.0,138938,2.0,1,2,0,11.0,4,32.0,19706,4068289,19303767844,8205738913,2682026896709672,16550975387521,3700571500857376016
19615,79,1995,16,2,2,4.0,244615,2.0,1,1,3,12.0,4,11.0,6965,3980025,59836498225,7940149875,14636905013308375,15840599000625,1738169530775137121
19616,110,2009,25,1,2,4.0,141878,2.0,1,1,2,12.0,4,39.0,11315,4036081,20129366884,8108486729,2855914314768152,16289949838561,-636958470934266096
19617,113,2011,22,1,7,4.0,119158,4.0,1,2,3,11.0,11,42.0,7745,4044121,14198628964,8132727331,1691880230092312,16354914662641,-1313120353465354480
19618,133,2007,5,1,2,4.0,107586,2.0,1,1,2,12.0,4,32.0,10296,4028049,11574747396,8084294343,1245280773346056,16225178746401,4847568765241919504
19619,226,2011,23,2,2,4.0,99398,2.0,1,2,3,12.0,6,32.0,8190,4044121,9879962404,8132727331,982048503032792,16354914662641,5379936735905701136
19620,1,2008,2,1,2,4.0,329137,2.0,1,2,2,11.0,4,20.0,5201,4032064,108331164769,8096384512,35655794578574353,16257540100096,3512029328951995585
19621,316,2017,25,1,2,4.0,9505,4.0,1,0,3,12.0,2,22.0,17765,4068289,90345025,8205738913,858729462625,16550975387521,8162223542250625
19622,1,2012,13,1,7,4.0,103659,2.0,1,2,2,12.0,0,20.0,7432,4048144,10745188281,8144865728,1113835472020179,16387469844736,4778606751882425265
19623,361,2007,13,2,1,3.0,119926,2.0,2,0,3,1.0,0,29.0,5168,4028049,14382245476,8084294343,1724805170954776,16225178746401,3934800121117398800
19624,123,2013,15,1,7,4.0,89297,4.0,1,2,2,11.0,8,39.0,6035,4052169,7973954209,8157016197,712050189001073,16420073604561,8243713506100160833
19625,324,2012,35,2,1,3.887042178526604,71091,4.0,1,1,3,1.0,4,48.0,8082,4048144,5053930281,8144865728,359288957606571,16387469844736,7095467211499187345
19626,200,2003,17,1,2,3.0,118719,2.0,2,1,3,1.0,2,7.0,13576,4012009,14094200961,8036054027,1673249443888959,16096216216081,-4267684081751744255
19627,181,2015,17,0,2,3.0,69826,2.0,1,1,3,6.0,4,8.0,35308,4060225,4875670276,8181353375,340448552691976,16485427050625,5325416566560364560
19628,278,1992,35,2,2,4.0,170242,2.0,2,2,2,11.0,11,8.0,3601,3968064,28982338564,7904383488,4934011281812488,15745531908096,-8574278752317792240
19629,328,2011,8,1,7,4.0,200872,2.0,1,2,3,11.0,4,26.725070166749216,12200,4044121,40349560384,8132727331,8105096893454848,16354914662641,4773544695621685248
19630,172,2010,18,2,7,4.0,157976,2.0,2,2,2,11.0,11,21.0,13596,4040100,24956416576,8120601000,3942514865010176,16322408010000,-4366570191277191168
19631,298,1976,16,0,7,4.0,70174,2.0,1,2,3,11.0,11,39.0,6003,3904576,4924390276,7715442176,345564163228024,15245713739776,5802875516653804560
19632,233,2005,3,2,7,4.0,104996,2.0,1,2,3,5.0,2,26.725070166749216,26946,4020025,11024160016,8060150125,1157492705039936,16160601000625,-7595104457593741056
19633,193,2017,35,1,2,3.0,246902,2.0,2,1,3,1.0,4,32.0,28706,4068289,60960597604,8205738913,15051293469622808,16550975387521,8398901421190666000
19634,38,2014,25,1,2,4.0,86924,2.0,1,2,0,5.0,3,29.0,9153,4056196,7555781776,8169178744,656778775097024,16452725990416,1749606025405059328
19635,30,2016,34,1,7,3.887042178526604,119148,4.0,1,2,2,11.0,2,26.725070166749216,12351,4064256,14196245904,8193540096,1691454306969792,16518176833536,-1380787043968290560
19636,283,2010,35,2,2,4.0,113721,2.0,1,2,2,12.0,9,32.0,6364,4040100,12932465841,8120601000,1470692947904361,16322408010000,1227976065245872737
19637,44,1985,25,1,2,4.0,98815,2.0,2,0,0,9.0,11,24.0,7468,3940225,9764404225,7821346625,964869603493375,15525373050625,3109869500650092545
19638,75,2011,22,2,7,4.0,183621,2.0,1,2,0,5.0,4,32.0,5008,4044121,33716671641,8132727331,6191088963392061,16354914662641,-6884186022978567311
19639,90,2017,17,0,2,3.0,57166,2.0,1,1,3,1.0,4,20.0,78940,4068289,3267951556,8205738913,186815718650296,16550975387521,-7767236701346730480
19640,309,2001,5,5,2,4.0,190877,2.0,1,0,3,12.0,2,35.0,3496,4004001,36434029129,8012006001,6954418178056133,16032024008001,-727094734267217711
19641,50,2013,25,1,2,3.887042178526604,151292,2.0,1,1,2,12.0,11,42.0,11993,4052169,22889269264,8157016197,3462963325489088,16420073604561,7409813376027656448
19642,314,1991,13,1,1,4.0,85607,2.0,2,0,3,5.0,2,3.0,19810,3964081,7328558449,7892485271,627375903143543,15713938174561,-1632463280719369247
19643,34,2015,35,0,7,4.0,100674,4.0,1,2,0,11.0,2,21.0,8490,4060225,10135254276,8181353375,1020356588982024,16485427050625,-7957085203081025520
19644,231,2013,25,0,2,4.0,60799,2.0,1,1,3,12.0,4,34.0,17300,4052169,3696518401,8157016197,224744622262399,16420073604561,-4782495784777954815
19645,122,2012,34,1,7,4.0,78828,2.0,1,2,3,11.0,4,39.0,14172,4048144,6213853584,8144865728,489825650319552,16387469844736,1718488215970541824
19646,334,2008,34,1,7,4.0,87017,2.0,1,2,0,11.0,11,34.0,3000,4032064,7571958289,8096384512,658889094433913,16257540100096,1994320109227152673
19647,114,2007,16,1,7,4.0,138993,2.0,2,2,3,6.0,3,26.725070166749216,5571,4028049,19319054049,8084294343,2685213279432657,16225178746401,4290967873992262081
19648,20,2007,7,1,2,4.0,110098,2.0,2,0,0,9.0,3,11.0,17678,4028049,12121569604,8084294343,1334560570261192,16225178746401,-641502925059696112
19649,74,2018,6,1,7,4.0,263214,2.0,1,2,3,12.0,4,33.0,8762,4072324,69281609796,8217949832,18235889640844344,16583822760976,3787996760719741456
19650,63,2001,13,2,1,3.0,163157,2.0,1,1,3,6.0,4,45.0,18328,4004001,26620206649,8012006001,4343273056230893,16032024008001,7659127234500847793
19651,311,1997,23,1,2,4.0,169764,2.0,1,2,2,12.0,4,38.0,6543,3988009,28819815696,7964053973,4892567191815744,15904215784081,478293434478141696
19652,23,2013,25,1,2,4.0,87564,1.0,1,0,3,5.0,6,24.0,17420,4052169,7667454096,8157016197,671392950462144,16420073604561,3449620093138522368
19653,258,2008,25,1,2,4.0,111001,2.0,1,1,3,11.0,4,19.0,9191,4032064,12321222001,8096384512,1367667963333001,16257540100096,4238559008250031073
19654,330,2015,13,1,7,4.0,223091,2.0,1,2,2,11.0,0,32.0,2911,4060225,49769594281,8181353375,11103148557742571,16485427050625,5148809018267990417
19655,247,2008,33,1,2,4.0,148897,2.0,1,2,3,12.0,4,33.0,3334,4032064,22170316609,8096384512,3301093632130273,16257540100096,-6539151446856634751
19656,123,2002,13,2,7,4.0,37950,2.0,1,2,2,8.0,11,39.0,8244,4008004,1440202500,8024024008,54655684875000,16064096064016,2074183241006250000
19657,156,2014,18,2,2,4.0,72309,3.0,1,1,3,11.0,4,33.0,5853,4056196,5228591481,8169178744,378074221399629,16452725990416,8891424801476221745
19658,188,2008,21,1,2,4.0,52422,2.0,1,1,3,1.0,4,16.0,8037,4032064,2748066084,8096384512,144059120255448,16257540100096,7551867202031095056
19659,65,2012,29,0,7,4.0,101782,2.0,1,2,0,11.0,11,37.0,2805,4048144,10359575524,8144865728,1054418315983768,16387469844736,-3359659404797435120
19660,133,2014,35,1,7,4.0,44448,2.0,1,2,3,11.0,4,32.0,21381,4056196,1975624704,8169178744,87812566843392,16452725990416,3903092971055087616
19661,224,2005,25,1,2,4.0,150517,2.0,1,0,2,1.0,4,37.0,19813,4020025,22655367289,8060150125,3410017918238413,16160601000625,-3243167064376235727
19662,227,2005,35,1,7,4.0,162265,3.0,1,2,3,11.0,4,36.0,33591,4020025,26329930225,8060150125,4272426127959625,16160601000625,-7711049147594410783
19663,181,2011,34,1,2,4.0,95148,2.0,2,2,0,11.0,2,8.0,6395,4044121,9053141904,8132727331,861388345881792,16354914662641,8172402039122538752
19664,240,2010,1,0,7,4.0,177482,2.0,1,1,2,12.0,11,37.0,7825,4040100,31499860324,8120601000,5590658210024168,16322408010000,-3882979548806402288
19665,278,2006,21,1,1,4.0,130402,2.2066036342148028,2,0,3,8.545981681193677,4,8.0,2401,4024036,17004681604,8072216216,2217444490524808,16192865729296,-5988708725936813040
19666,24,2008,12,1,2,4.0,108020,2.0,1,2,0,11.0,11,31.0,4537,4032064,11668320400,8096384512,1260411969608000,16257540100096,7022492441089298688
19667,181,2011,13,2,7,4.0,46653,2.0,1,2,2,11.0,4,8.0,6012,4044121,2176502409,8132727331,101540366887077,16354914662641,4737162736382803281
19668,33,2002,28,1,2,4.0,121836,2.0,1,2,2,11.0,4,21.0,6089,4008004,14844010896,8024024008,1808534911525056,16064096064016,-1016269403947896576
19669,325,2014,25,1,2,4.0,151329,2.0,1,1,2,12.0,4,18.0,4424,4056196,22900466241,8169178744,3465504655784289,16452725990416,7922519991313224833
19670,37,2006,25,1,2,4.0,112006,2.0,1,2,2,12.0,4,17.0,7505,4024036,12545344036,8072216216,1405153804096216,16192865729296,-8635039681785195248
19671,240,2013,23,1,2,4.0,88668,2.0,1,2,2,11.0,2,37.0,14490,4052169,7862014224,8157016197,697109077213632,16420073604561,6471035437249667328
19672,213,2014,13,2,2,3.0,67170,2.0,1,1,3,1.0,4,37.0,22904,4056196,4511808900,8169178744,303058203813000,16452725990416,1909675476409658384
19673,261,2016,1,0,7,4.0,104378,2.0,1,2,2,11.0,11,36.0,11771,4064256,10894766884,8193540096,1137173977818152,16518176833536,8015481014445759760
19674,133,2013,0,0,2,4.0,6388,4.0,1,0,3,12.0,11,32.0,16833,4052169,40806544,8157016197,260672203072,16420073604561,1665174033223936
19675,87,2020,25,0,2,4.0,65451,2.0,1,1,3,12.0,4,36.0,17341,4080400,4283833401,8242408000,280381179928851,16649664160000,-95515466186324815
19676,67,2006,28,1,2,4.0,106901,2.0,2,1,2,6.0,9,1.0,8443,4024036,11427823801,8072216216,1221645792150701,16192865729296,1467948310735226289
19677,316,2013,16,0,7,4.0,112374,2.0,1,2,3,11.0,4,26.725070166749216,6768,4052169,12627915876,8157016197,1419049418649624,16420073604561,-6556437292053117168
19678,316,2011,22,2,7,4.0,108494,2.0,1,2,2,11.0,8,26.725070166749216,7509,4044121,11770948036,8132727331,1277077236217784,16354914662641,-9018734923464155632
19679,314,2014,13,5,1,4.0,113877,2.0,1,0,3,1.0,4,3.0,16056,4056196,12967971129,8169178744,1476753648257133,16452725990416,2147578539191570097
19680,325,2013,35,2,2,4.0,85598,2.0,2,2,3,12.0,4,18.0,8892,4052169,7327017604,8157016197,627178052867192,16420073604561,-1655045251802754032
19681,19,2015,34,1,7,3.887042178526604,127413,2.0,2,2,0,11.0,2,34.0,6187,4060225,16234072569,8181353375,2068431888233997,16485427050625,5290695143624537137
19682,268,2008,13,1,7,4.0,215979,2.0,1,1,0,11.0,11,32.0,3706,4032064,46646928441,8096384512,10074756957758739,16257540100096,-779867717952400207
19683,79,2014,4,1,7,4.0,154178,2.0,1,2,0,11.0,9,11.0,3238,4056196,23770855684,8169178744,3664942987647752,16452725990416,-6795486335440992240
19684,325,2010,35,1,2,4.0,118882,2.0,1,2,2,11.0,4,18.0,18791,4040100,14132929924,8120601000,1680150975224968,16322408010000,-3174476574110422000
19685,332,1995,25,1,2,4.0,112121,2.0,1,0,3,11.0,11,26.725070166749216,2950,3980025,12571118641,7940149875,1409486393147561,15840599000625,-7987672777288277663
19686,309,2015,9,0,2,4.0,39424,4.0,1,1,3,12.0,4,35.0,37276,4060225,1554251776,8181353375,61274822017024,16485427050625,2415698583199154176
19687,160,2007,25,1,2,4.0,167341,2.0,2,2,3,11.0,4,43.0,11445,4028049,28003010281,8084294343,4686051743432821,16225178746401,-9041410371719020527
19688,23,2014,13,1,7,4.0,89501,4.0,1,2,2,11.0,11,24.0,9389,4056196,8010429001,8169178744,716941406018501,16452725990416,8826740558933203153
19689,212,2000,35,1,7,4.0,116297,2.0,1,2,3,11.0,5,50.0,5916,4000000,13524992209,8000000000,1572916018930073,16000000000000,-1542026483584816479
19690,50,2020,37,1,7,4.0,68018,2.0,1,2,0,11.0,4,42.0,14201,4080400,4626448324,8242408000,314681762101832,16649664160000,2957280020932857360
19691,102,1994,2,5,1,4.0,113164,2.0,1,0,3,1.0,4,36.0,13201,3976036,12806090896,7928215784,1449188470154944,15808862273296,-2024732626771881728
19692,34,2011,20,1,2,4.0,127558,2.0,1,2,2,7.0,2,21.0,6003,4044121,16271043364,8132727331,2075501749425112,16354914662641,6492435121234713872
19693,282,1990,29,2,7,4.0,176205,2.0,2,2,0,11.0,4,7.0,4755,3960100,31048202025,7880599000,5470848437815125,15682392010000,4760157152317416593
19694,264,2013,13,5,7,4.0,126422,2.0,2,2,2,11.0,9,33.0,5299,4052169,15982522084,8157016197,2020542406903448,16420073604561,-2813404866386019568
19695,66,2011,16,1,2,4.0,109190,2.0,2,2,3,11.0,11,8.0,8220,4044121,11922456100,8132727331,1301812981559000,16354914662641,-5428993133249202928
19696,0,2002,0,1,1,4.0,200997,2.0,1,1,3,12.0,2,18.0,38041,4008004,40399794009,8024024008,8120237396426973,16064096064016,8829877483191749873
19697,306,2009,16,5,2,4.0,144899,2.0,1,2,3,12.0,3,10.0,5937,4036081,20995720201,8108486729,3042258861404699,16289949838561,-1901591010349758383
19698,264,2014,29,2,7,4.0,140934,2.0,2,2,2,11.0,11,33.0,8415,4056196,19862392356,8169178744,2799286404300504,16452725990416,7133004555786646800
19699,162,2014,13,2,7,4.0,5404,2.0,1,2,3,12.0,4,32.0,28270,4056196,29203216,8169178744,157814179264,16452725990416,852827824742656
19700,132,2004,14,2,7,4.0,156602,2.0,2,2,0,5.0,2,39.0,3033,4016016,24524186404,8048096064,3840536639239208,16128384512256,-7306835654276752112
19701,326,2014,13,1,7,4.0,183509,2.0,1,2,2,11.0,4,18.0,10190,4056196,33675553081,8169178744,6179767070341229,16452725990416,8791486814965943985
19702,306,2013,1,1,2,4.0,133516,2.0,1,1,2,12.0,3,10.0,9973,4052169,17826522256,8157016197,2380125945532096,16420073604561,4190246490600952064
19703,247,2007,21,2,2,4.0,203177,2.0,1,1,3,12.0,4,33.0,8903,4028049,41280893329,8084294343,8387328063906233,16225178746401,7011699258997953569
19704,290,2010,35,1,2,4.0,158085,2.2066036342148028,1,1,3,8.545981681193677,2,50.0,18899,4040100,24990867225,8120601000,3950681245264125,16322408010000,-2645853848545554319
19705,156,1999,13,2,2,3.0,155598,2.0,2,1,3,6.0,3,33.0,3384,3996001,24210737604,7988005999,3767142349707192,15968023992001,-4135995028965990896
19706,80,2018,25,1,2,4.0,95311,4.0,1,1,2,12.0,4,42.0,26558,4072324,9084186721,8217949832,865822920565231,16583822760976,8735472087154525377
19707,215,2014,35,1,7,4.0,98790,2.0,1,2,2,11.0,4,32.0,7662,4056196,9759464100,8169178744,964137458439000,16452725990416,3013419150641051920
19708,108,2015,13,2,1,4.0,8009,2.0,1,1,3,6.0,4,8.0,26678,4060225,64144081,8181353375,513729944729,16485427050625,4114463127334561
19709,279,2014,35,2,1,4.0,144254,2.0,1,2,2,12.0,4,3.0,7803,4056196,20809216516,8169178744,3001812719299064,16452725990416,8748378314447491088
19710,181,2007,13,1,7,4.0,92967,2.0,0,2,2,11.0,11,8.0,6667,4028049,8642863089,8084294343,803501052795063,16225178746401,912106080360415457
19711,109,2011,20,0,7,4.0,94212,2.0,1,2,2,11.0,4,42.0,5042,4044121,8875900944,8132727331,836216379736128,16354914662641,4994641272861884672
19712,213,2017,13,1,2,3.0,94473,2.0,2,1,3,1.0,4,37.0,34327,4068289,8925147729,8205738913,843185481401817,16550975387521,5871285689635650977
19713,164,2008,13,2,1,3.0,137147,2.0,1,0,3,1.0,0,21.0,23904,4032064,18809299609,8096384512,2579639013475523,16257540100096,3301614380646072177
19714,257,2014,22,0,7,4.0,130582,2.0,1,2,2,11.0,4,26.725070166749216,9210,4056196,17051658724,8169178744,2226639699497368,16452725990416,-4388839939587517680
19715,116,2001,25,1,2,4.0,106950,2.0,1,0,2,5.0,4,26.725070166749216,4885,4004001,11438302500,8012006001,1223326452375000,16032024008001,1707555565539388688
19716,43,2014,20,2,7,4.0,92153,2.0,1,2,2,11.0,0,31.0,9474,4056196,8492175409,8169178744,782579440465577,16452725990416,-1669933117613889183
19717,256,1985,25,1,1,4.0,94943,2.0,1,0,3,12.0,11,12.0,11106,3940225,9014173249,7821346625,855832650779807,15525373050625,7468343068149009537
19718,95,2016,23,1,2,4.0,105654,2.0,1,2,3,11.0,4,7.0,9868,4064256,11162767716,8193540096,1179391060266264,16518176833536,-4519825434595004656
19719,221,2013,13,1,7,4.0,97182,2.0,1,0,2,11.0,2,8.0,28224,4052169,9444341124,8157016197,917819959112568,16420073604561,-3038141102070174704
19720,73,2015,25,1,2,4.0,106338,4.0,1,2,2,12.0,11,42.0,17563,4060225,11307770244,8181353375,1202445672206472,16485427050625,-1261540624875041776
19721,328,1988,29,1,7,4.0,7404,2.0,2,2,0,5.0,0,33.0,20436,3952144,54819216,7856862272,405881475264,15619442196736,3005146442854656
19722,306,2012,13,1,2,4.0,143465,2.0,2,1,3,6.0,8,10.0,43244,4048144,20582206225,8144865728,2952826216069625,16387469844736,-647900606890936543
19723,181,2014,25,1,2,4.0,81635,2.0,2,0,2,11.0,3,8.0,17607,4056196,6664273225,8169178744,544037944722875,16452725990416,7519049470032797393
19724,335,2012,13,1,1,4.0,125247,2.0,1,1,3,1.0,0,18.0,18726,4048144,15686811009,8144865728,1964726018444223,16387469844736,6268366673859427073
19725,226,2014,13,2,2,4.0,99923,2.0,1,0,3,5.0,2,32.0,22696,4056196,9984605929,8169178744,997691778243467,16452725990416,7458635188874194961
19726,79,2007,13,2,7,4.0,161131,2.0,1,2,3,11.0,9,26.725070166749216,7509,4028049,25963199161,8084294343,4183476244011091,16225178746401,-8441820053502305871
19727,311,2015,35,2,7,4.0,95000,2.0,1,2,0,5.0,0,38.0,8755,4060225,9025000000,8181353375,857375000000000,16485427050625,7663648705161793536
19728,133,1993,25,2,2,4.0,157929,4.0,2,0,0,5.0,4,32.0,8701,3972049,24941569041,7916293657,3938997057076089,15777173258401,-5107432279155095263
19729,278,2009,25,1,2,4.0,106778,2.0,1,2,3,11.0,4,8.0,9434,4036081,11401541284,8108486729,1217433775222952,16289949838561,867935134789507344
19730,316,2017,35,1,2,3.887042178526604,1936,2.0,1,0,3,1.0,4,22.0,23702,4068289,3748096,8205738913,7256313856,16550975387521,14048223625216
19731,92,2010,23,1,7,4.0,147460,2.0,1,2,2,11.0,4,8.0,4633,4040100,21744451600,8120601000,3206436832936000,16322408010000,-6794170531705782016
19732,37,2008,23,1,2,4.0,139849,2.0,1,1,3,11.0,4,17.0,8274,4032064,19557742801,8096384512,2735130772977049,16257540100096,-4876322077833258335
19733,87,2010,16,2,7,4.0,208346,2.0,1,2,3,3.0,4,26.725070166749216,1227,4040100,43408055716,8120601000,9043894776205736,16322408010000,2691405524986007824
19734,160,2015,25,0,1,4.0,49662,2.0,1,0,3,12.0,4,43.0,34838,4060225,2466314244,8181353375,122482097985528,16485427050625,6082705950157291536
19735,90,2008,18,1,2,4.0,147102,2.0,2,1,2,12.0,11,20.0,25922,4032064,21638998404,8096384512,3183139943225208,16257540100096,7077650085575756816
19736,346,2012,8,1,7,4.0,80315,2.0,2,2,2,11.0,4,14.0,6755,4048144,6450499225,8144865728,518071845255875,16387469844736,4715452104306497393
19737,123,2012,25,1,2,3.887042178526604,108161,2.0,2,0,2,11.0,3,39.0,41716,4048144,11698801921,8144865728,1265354114577281,16387469844736,7734757870826428929
19738,32,1987,29,1,7,3.887042178526604,114186,2.0,2,2,0,11.0,11,17.0,4191,3948169,13038442596,7845011803,1488807606266856,15588038452561,3980288665801254672
19739,361,2007,9,1,1,4.0,217940,2.0,1,0,3,1.0,8,29.0,17420,4028049,47497843600,8084294343,10351680034184000,16225178746401,5542369657495662848
19740,325,2014,22,1,2,4.0,84291,4.0,1,2,2,3.0,11,18.0,19944,4056196,7104972681,8169178744,598885252254171,16452725990416,-4859595423372327087
19741,70,2012,5,0,7,4.0,79155,2.0,1,1,3,12.0,11,44.0,20027,4048144,6265514025,8144865728,495946762648875,16387469844736,2363177850052597393
19742,5,2010,34,0,7,4.0,110836,2.0,2,2,3,11.0,4,26.725070166749216,3050,4040100,12284618896,8120601000,1361578019957056,16322408010000,3337908830283845888
19743,156,2013,27,0,7,4.0,118797,2.0,1,2,2,11.0,4,33.0,7921,4052169,14112727209,8157016197,1676549654247573,16420073604561,-3745115535156138095
19744,323,2004,25,1,2,4.0,110494,4.0,0,0,0,11.0,4,30.0,6227,4016016,12208924036,8048096064,1349012852433784,16128384512256,1483873527142116368
19745,83,2011,13,2,1,3.0,71322,2.0,1,0,3,1.0,2,12.0,12618,4044121,5086827684,8132727331,362802724078248,16354914662641,7429071812999252240
19746,162,1990,13,2,7,4.0,126665,2.0,1,1,2,1.0,0,26.725070166749216,17978,3960100,16044022225,7880599000,2032216075129625,15682392010000,-843767875639771999
19747,96,2017,35,1,7,4.0,19849,2.0,1,2,2,11.0,2,42.0,34619,4068289,393982801,8205738913,7820164617049,16550975387521,155222447483805601
19748,114,2010,17,1,1,4.0,222245,2.0,1,1,3,1.0,4,13.0,4221,4040100,49392840025,8120601000,10977311731356125,16322408010000,4682428005581187313
19749,334,2012,34,1,7,4.0,156997,2.0,1,2,2,12.0,2,34.0,9341,4048144,24648058009,8144865728,3869671163238973,16387469844736,-1215790817386159247
19750,86,2008,16,2,7,4.0,218589,2.0,1,2,0,3.0,7,13.0,1714,4032064,47781150921,8096384512,10444433998670469,16257540100096,-4357881804605252143
19751,109,2007,16,2,2,4.0,153996,2.0,1,2,3,5.0,7,26.725070166749216,4039,4028049,23714768016,8084294343,3651979415391936,16225178746401,8987899841410027776
19752,133,2019,25,1,2,4.0,94904,2.0,2,1,2,12.0,2,32.0,13675,4076361,9006769216,8230172859,854778425675264,16616719002321,7334915415447048192
19753,213,2008,25,1,2,4.0,99425,4.0,1,2,2,11.0,11,37.0,25216,4032064,9885330625,8096384512,982848997390625,16257540100096,5486041197015132545
19754,111,2001,22,5,2,4.0,155860,3.0,1,2,2,11.0,4,39.0,8629,4004001,24292339600,8012006001,3786204050056000,16032024008001,-178047116977491712
19755,157,2015,21,1,7,4.0,154566,2.0,1,1,3,1.0,0,21.0,17591,4060225,23890648356,8181353375,3692681953793496,16485427050625,-1085987414950597360
19756,174,2007,13,1,1,3.0,304549,2.0,2,1,3,1.0,4,13.0,24529,4028049,92750093401,8084294343,28246948195181149,16225178746401,6397087545572693745
19757,92,2012,8,1,7,4.0,100318,2.0,1,2,2,11.0,11,8.0,3478,4048144,10063701124,8144865728,1009570369357432,16387469844736,9044359944651105296
19758,274,2001,23,2,2,4.0,123914,1.0,2,2,3,5.0,0,18.0,4290,4004001,15354679396,8012006001,1902659742675944,16032024008001,-4041493604277246192
19759,213,1989,13,1,2,4.0,175776,2.0,1,0,3,1.0,11,37.0,14728,3956121,30897202176,7868724669,5430986609688576,15650893366641,-4593589528277549056
19760,346,1985,13,2,1,4.0,89524,2.0,2,0,3,1.0,7,14.0,6553,3940225,8014546576,7821346625,717494267669824,15525373050625,8892724597744668928
19761,258,2007,13,5,2,4.0,146372,2.0,1,2,3,11.0,8,19.0,4245,4028049,21424762384,8084294343,3135985319670848,16225178746401,-2148158631877426944
19762,172,2013,34,1,7,4.0,217331,2.0,1,2,3,11.0,2,21.0,8866,4052169,47232763561,8157016197,10265143737475691,16420073604561,-1122079309526344815
19763,257,2013,16,2,7,4.0,70061,2.0,1,2,2,12.0,4,32.0,10025,4052169,4908543721,8157016197,343897481636981,16420073604561,5647057387258974225
19764,294,2014,35,1,2,4.0,31712,4.0,1,0,3,1.0,0,36.0,40888,4056196,1005650944,8169178744,31891202736128,16452725990416,1011333821168091136
